|████████████████████████████████████████| 1000/1000 [100%] in 5.5s (183.36/s) 
         4889224 function calls (4849928 primitive calls) in 6.827 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
     1000    0.008    0.000    0.027    0.000 parse.py:372(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
     1000    0.008    0.000    0.013    0.000 parse.py:437(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:796(Quoter)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.106    0.106 pathlib.py:1(<module>)
     1000    0.002    0.000    0.028    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
     1000    0.004    0.000    0.032    0.000 pathlib.py:1300(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
     1000    0.001    0.000    0.001    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
     1000    0.008    0.000    0.010    0.000 pathlib.py:56(parse_parts)
     1000    0.005    0.000    0.017    0.000 pathlib.py:569(_parse_args)
     1000    0.004    0.000    0.021    0.000 pathlib.py:589(_from_parts)
     1000    0.001    0.000    0.002    0.000 pathlib.py:600(_from_parsed_parts)
     1000    0.001    0.000    0.002    0.000 pathlib.py:608(_format_parsed_parts)
     1000    0.006    0.000    0.008    0.000 pathlib.py:621(__str__)
     1000    0.002    0.000    0.010    0.000 pathlib.py:631(__fspath__)
     1000    0.003    0.000    0.005    0.000 pathlib.py:865(parent)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
     1000    0.004    0.000    0.026    0.000 pathlib.py:957(__new__)
        2    0.000    0.000    0.001    0.001 period.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:104(_field_accessor)
        1    0.000    0.000    0.000    0.000 period.py:115(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:79(PeriodIndex)
        2    0.000    0.000    0.028    0.014 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:201(Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:78(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:96(_LoadSparseFrame)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        1    0.000    0.000    0.046    0.046 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1093(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.000    0.000 platform.py:812(uname)
        1    0.000    0.000    0.000    0.000 platform.py:901(system)
        1    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
        1    0.000    0.000    0.003    0.003 player_class.py:1(<module>)
    80842    0.105    0.000    0.126    0.000 player_class.py:100(__repr__)
    32000    0.038    0.000    0.082    0.000 player_class.py:103(play_card)
     4000    0.003    0.000    0.004    0.000 player_class.py:109(bid)
        1    0.000    0.000    0.000    0.000 player_class.py:116(Smart_Player)
     4000    0.005    0.000    0.007    0.000 player_class.py:18(__post_init__)
     4000    0.001    0.000    0.001    0.000 player_class.py:24(add_teammate)
    80842    0.021    0.000    0.021    0.000 player_class.py:27(__repr__)
    40569    0.013    0.000    0.013    0.000 player_class.py:30(__eq__)
        1    0.000    0.000    0.000    0.000 player_class.py:51(Bid)
     2000    0.002    0.000    0.002    0.000 player_class.py:52(__init__)
        1    0.000    0.000    0.000    0.000 player_class.py:9(Player)
        1    0.000    0.000    0.000    0.000 player_class.py:92(Dumb_Player)
     4000    0.008    0.000    0.052    0.000 player_class.py:94(__init__)
    80280    0.030    0.000    0.045    0.000 player_class.py:97(__hash__)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        6    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
     3010    0.007    0.000    0.012    0.000 posixpath.py:228(expanduser)
       15    0.000    0.000    0.000    0.000 posixpath.py:337(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:391(realpath)
      3/2    0.000    0.000    0.000    0.000 posixpath.py:400(_joinrealpath)
       35    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       10    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       17    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:511(PrettyDict)
        1    0.000    0.000    0.026    0.026 progress.py:1(<module>)
        2    0.000    0.000    0.003    0.001 progress.py:122(__alive_bar)
        1    0.000    0.000    0.000    0.000 progress.py:152(main_update_hook)
        1    0.000    0.000    0.000    0.000 progress.py:156(alive_repr)
        2    0.000    0.000    0.000    0.000 progress.py:166(set_text)
        1    0.000    0.000    0.000    0.000 progress.py:172(set_title)
     1000    0.012    0.000    0.024    0.000 progress.py:183(bar_handle)
        1    0.000    0.000    0.000    0.000 progress.py:188(start_monitoring)
        1    0.000    0.000    0.143    0.143 progress.py:19(alive_bar)
        1    0.000    0.000    0.000    0.000 progress.py:195(stop_monitoring)
        2    0.000    0.000    0.000    0.000 progress.py:214(<lambda>)
        1    0.000    0.000    0.000    0.000 progress.py:224(<lambda>)
        2    0.000    0.000    0.000    0.000 progress.py:240(human_count)
        1    0.000    0.000    0.000    0.000 progress.py:243(rate_text)
        1    0.000    0.000    0.000    0.000 progress.py:261(monitor_run)
        1    0.000    0.000    0.000    0.000 progress.py:265(monitor_end)
        1    0.000    0.000    0.000    0.000 progress.py:272(elapsed_end)
        1    0.000    0.000    0.000    0.000 progress.py:275(stats_end)
     1000    0.002    0.000    0.002    0.000 progress.py:305(bar_update_hook)
        1    0.000    0.000    0.000    0.000 progress.py:358(_Widget)
        6    0.000    0.000    0.000    0.000 progress.py:359(__init__)
        3    0.000    0.000    0.000    0.000 progress.py:371(__call__)
        1    0.000    0.000    0.000    0.000 progress.py:375(_GatedFunction)
        7    0.000    0.000    0.000    0.000 progress.py:376(__set_name__)
        1    0.000    0.000    0.000    0.000 progress.py:389(_GatedProperty)
        1    0.000    0.000    0.000    0.000 progress.py:395(_GatedAssignFunction)
        1    0.000    0.000    0.000    0.000 progress.py:401(__AliveBarHandle)
        1    0.000    0.000    0.000    0.000 progress.py:410(__init__)
     1000    0.004    0.000    0.029    0.000 progress.py:416(__call__)
        1    0.000    0.000    0.002    0.002 progress.py:425(_create_bars)
        1    0.000    0.000    0.000    0.000 progress.py:447(_render_title)
        1    0.000    0.000    0.000    0.000 progress.py:529(__AliveBarIteratorAdapter)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.168    0.168 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.009    0.009 pyarrow.py:1(<module>)
        2    0.000    0.000    0.003    0.001 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:101(BinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:1840(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:1952(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2247(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2280(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2565(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2592(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2598(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:268(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2776(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2780(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3131(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3164(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3260(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3265(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:329(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:337(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:383(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:389(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:409(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:4265(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4295(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:43(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:4525(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4625(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4674(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4691(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:475(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:4757(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:520(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5220(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:59(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:627(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:92(Constant)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1159(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 python_parser.py:1277(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:60(PythonParser)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.009    0.009 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
    31000    0.038    0.000    0.050    0.000 random.py:239(_randbelow_with_getrandbits)
     1000    0.031    0.000    0.081    0.000 random.py:380(shuffle)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
     3000    0.012    0.000    0.018    0.000 range.py:173(_simple_new)
     1000    0.004    0.000    0.012    0.000 range.py:195(_data)
     1000    0.001    0.000    0.001    0.000 range.py:247(start)
     1000    0.001    0.000    0.001    0.000 range.py:270(stop)
     1000    0.000    0.000    0.000    0.000 range.py:293(step)
     4000    0.006    0.000    0.006    0.000 range.py:353(dtype)
        1    0.000    0.000    0.000    0.000 range.py:66(RangeIndex)
    13000    0.007    0.000    0.011    0.000 range.py:946(__len__)
     1000    0.004    0.000    0.009    0.000 range.py:956(__getitem__)
     1000    0.005    0.000    0.011    0.000 range.py:981(_getitem_slice)
      317    0.000    0.000    0.002    0.000 re.py:187(match)
      317    0.000    0.000    0.012    0.000 re.py:202(sub)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
       56    0.000    0.000    0.030    0.001 re.py:249(compile)
       89    0.000    0.000    0.000    0.000 re.py:269(escape)
      704    0.002    0.000    0.034    0.000 re.py:288(_compile)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       12    0.000    0.000    0.000    0.000 re.py:324(_subx)
